index;uf;cidade;populacao_estimada;uf_name
2803;MG;Patis;6031;Minas Gerais
2804;MG;Patos de Minas;154641;Minas Gerais
2805;MG;Patrocínio;92116;Minas Gerais
2806;MG;Patrocínio do Muriaé;5744;Minas Gerais
2807;MG;Paula Cândido;9597;Minas Gerais
2808;MG;Paulistas;4794;Minas Gerais
2809;MG;Pavão;8390;Minas Gerais
2810;MG;Peçanha;17534;Minas Gerais
2811;MG;Pedra Azul;24333;Minas Gerais
2812;MG;Pedra Bonita;7157;Minas Gerais
2813;MG;Pedra do Anta;2960;Minas Gerais
2814;MG;Pedra do Indaiá;3977;Minas Gerais
2815;MG;Pedra Dourada;2559;Minas Gerais
2816;MG;Pedralva;11098;Minas Gerais
2817;MG;Pedras de Maria da Cruz;12313;Minas Gerais
2818;MG;Pedrinópolis;3651;Minas Gerais
2819;MG;Pedro Leopoldo;65149;Minas Gerais
2820;MG;Pedro Teixeira;1804;Minas Gerais
2821;MG;Pequeri;3340;Minas Gerais
2822;MG;Pequi;4457;Minas Gerais
2823;MG;Perdigão;11994;Minas Gerais
2824;MG;Perdizes;16469;Minas Gerais
2825;MG;Perdões;21577;Minas Gerais
2826;MG;Periquito;6738;Minas Gerais
2827;MG;Pescador;4261;Minas Gerais
2828;MG;Piau;2719;Minas Gerais
2829;MG;Piedade de Caratinga;8832;Minas Gerais
2830;MG;Piedade de Ponte Nova;4141;Minas Gerais
2831;MG;Piedade do Rio Grande;4436;Minas Gerais
2832;MG;Piedade dos Gerais;5034;Minas Gerais
2833;MG;Pimenta;8715;Minas Gerais
2834;MG;Pingo-d'Água;5029;Minas Gerais
2835;MG;Pintópolis;7540;Minas Gerais
2836;MG;Piracema;6386;Minas Gerais
2837;MG;Pirajuba;6491;Minas Gerais
2838;MG;Piranga;17641;Minas Gerais
2839;MG;Piranguçu;5504;Minas Gerais
2840;MG;Piranguinho;8683;Minas Gerais
2841;MG;Pirapetinga;10791;Minas Gerais
2842;MG;Pirapora;56845;Minas Gerais
2843;MG;Piraúba;10732;Minas Gerais
2844;MG;Pitangui;28433;Minas Gerais
2845;MG;Piumhi;35137;Minas Gerais
2846;MG;Planura;12445;Minas Gerais
2847;MG;Poço Fundo;16900;Minas Gerais
2848;MG;Poços de Caldas;169838;Minas Gerais
2849;MG;Pocrane;8288;Minas Gerais
2850;MG;Pompéu;32248;Minas Gerais
2851;MG;Ponte Nova;60003;Minas Gerais
2852;MG;Ponto Chique;4305;Minas Gerais
2853;MG;Ponto dos Volantes;12235;Minas Gerais
2854;MG;Porteirinha;37823;Minas Gerais
2855;MG;Porto Firme;11414;Minas Gerais
2856;MG;Poté;16675;Minas Gerais
2857;MG;Pouso Alegre;154293;Minas Gerais
2858;MG;Pouso Alto;5862;Minas Gerais
2859;MG;Prados;9128;Minas Gerais
2860;MG;Prata;28173;Minas Gerais
2861;MG;Pratápolis;8530;Minas Gerais
2862;MG;Pratinha;3658;Minas Gerais
2863;MG;Presidente Bernardes;5315;Minas Gerais
2864;MG;Presidente Juscelino;3572;Minas Gerais
2865;MG;Presidente Kubitschek;3000;Minas Gerais
2866;MG;Presidente Olegário;19680;Minas Gerais
2867;MG;Alto Jequitibá;8286;Minas Gerais
2868;MG;Prudente de Morais;10931;Minas Gerais
2869;MG;Quartel Geral;3603;Minas Gerais
2870;MG;Queluzito;1948;Minas Gerais
2871;MG;Raposos;16501;Minas Gerais
2872;MG;Raul Soares;23663;Minas Gerais
2873;MG;Recreio;10522;Minas Gerais
2874;MG;Reduto;7247;Minas Gerais
2875;MG;Resende Costa;11578;Minas Gerais
2876;MG;Resplendor;17396;Minas Gerais
2877;MG;Ressaquinha;4826;Minas Gerais
2878;MG;Riachinho;8132;Minas Gerais
2879;MG;Riacho dos Machados;9471;Minas Gerais
2880;MG;Ribeirão das Neves;341415;Minas Gerais
2881;MG;Ribeirão Vermelho;4061;Minas Gerais
2882;MG;Rio Acima;10524;Minas Gerais
2883;MG;Rio Casca;13384;Minas Gerais
2884;MG;Rio Doce;2630;Minas Gerais
2885;MG;Rio do Prado;5117;Minas Gerais
2886;MG;Rio Espera;5332;Minas Gerais
2887;MG;Rio Manso;5924;Minas Gerais
2888;MG;Rio Novo;8964;Minas Gerais
2889;MG;Rio Paranaíba;12356;Minas Gerais
2890;MG;Rio Pardo de Minas;31171;Minas Gerais
2891;MG;Rio Piracicaba;14325;Minas Gerais
2892;MG;Rio Pomba;18007;Minas Gerais
2893;MG;Rio Preto;5493;Minas Gerais
2894;MG;Rio Vermelho;12635;Minas Gerais
2895;MG;Ritápolis;4521;Minas Gerais
2896;MG;Rochedo de Minas;2335;Minas Gerais
2897;MG;Rodeiro;8333;Minas Gerais
2898;MG;Romaria;3507;Minas Gerais
2899;MG;Rosário da Limeira;4648;Minas Gerais
2900;MG;Rubelita;5609;Minas Gerais
2901;MG;Rubim;10269;Minas Gerais
2902;MG;Sabará;137877;Minas Gerais
2903;MG;Sabinópolis;15364;Minas Gerais
2904;MG;Sacramento;26556;Minas Gerais
2905;MG;Salinas;41864;Minas Gerais
2906;MG;Salto da Divisa;7014;Minas Gerais
2907;MG;Santa Bárbara;31873;Minas Gerais
2908;MG;Santa Bárbara do Leste;8212;Minas Gerais
2909;MG;Santa Bárbara do Monte Verde;3212;Minas Gerais
2910;MG;Santa Bárbara do Tugúrio;4385;Minas Gerais
2911;MG;Santa Cruz de Minas;8723;Minas Gerais
2912;MG;Santa Cruz de Salinas;4074;Minas Gerais
2913;MG;Santa Cruz do Escalvado;4693;Minas Gerais
2914;MG;Santa Efigênia de Minas;4354;Minas Gerais
2915;MG;Santa Fé de Minas;3806;Minas Gerais
2916;MG;Santa Helena de Minas;6406;Minas Gerais
2917;MG;Santa Juliana;14497;Minas Gerais
2918;MG;Santa Luzia;221705;Minas Gerais
2919;MG;Santa Margarida;16393;Minas Gerais
2920;MG;Santa Maria de Itabira;10867;Minas Gerais
2921;MG;Santa Maria do Salto;5203;Minas Gerais
2922;MG;Santa Maria do Suaçuí;14607;Minas Gerais
2923;MG;Santana da Vargem;7047;Minas Gerais
2924;MG;Santana de Cataguases;3909;Minas Gerais
2925;MG;Santana de Pirapama;7538;Minas Gerais
2926;MG;Santana do Deserto;3985;Minas Gerais
2927;MG;Santana do Garambéu;2494;Minas Gerais
2928;MG;Santana do Jacaré;4847;Minas Gerais
2929;MG;Santana do Manhuaçu;8660;Minas Gerais
2930;MG;Santana do Paraíso;36048;Minas Gerais
2931;MG;Santana do Riacho;4334;Minas Gerais
2932;MG;Santana dos Montes;3753;Minas Gerais
2933;MG;Santa Rita de Caldas;8900;Minas Gerais
2934;MG;Santa Rita de Jacutinga;4843;Minas Gerais
2935;MG;Santa Rita de Minas;7322;Minas Gerais
2936;MG;Santa Rita de Ibitipoca;3380;Minas Gerais
2937;MG;Santa Rita do Itueto;5426;Minas Gerais
2938;MG;Santa Rita do Sapucaí;44226;Minas Gerais
2939;MG;Santa Rosa da Serra;3364;Minas Gerais
2940;MG;Santa Vitória;19997;Minas Gerais
2941;MG;Santo Antônio do Amparo;18697;Minas Gerais
2942;MG;Santo Antônio do Aventureiro;3602;Minas Gerais
2943;MG;Santo Antônio do Grama;3861;Minas Gerais
2944;MG;Santo Antônio do Itambé;3763;Minas Gerais
2945;MG;Santo Antônio do Jacinto;11570;Minas Gerais
2946;MG;Santo Antônio do Monte;28603;Minas Gerais
2947;MG;Santo Antônio do Retiro;7316;Minas Gerais
2948;MG;Santo Antônio do Rio Abaixo;1756;Minas Gerais
2949;MG;Santo Hipólito;3044;Minas Gerais
2950;MG;Santos Dumont;46357;Minas Gerais
2951;MG;São Bento Abade;5411;Minas Gerais
2952;MG;São Brás do Suaçuí;3770;Minas Gerais
2953;MG;São Domingos das Dores;5672;Minas Gerais
2954;MG;São Domingos do Prata;17296;Minas Gerais
2955;MG;São Félix de Minas;3354;Minas Gerais
2956;MG;São Francisco;56625;Minas Gerais
2957;MG;São Francisco de Paula;6512;Minas Gerais
2958;MG;São Francisco de Sales;6309;Minas Gerais
2959;MG;São Francisco do Glória;4758;Minas Gerais
2960;MG;São Geraldo;12751;Minas Gerais
2961;MG;São Geraldo da Piedade;3860;Minas Gerais
2962;MG;São Geraldo do Baixio;4104;Minas Gerais
2963;MG;São Gonçalo do Abaeté;8527;Minas Gerais
2964;MG;São Gonçalo do Pará;12776;Minas Gerais
2965;MG;São Gonçalo do Rio Abaixo;11114;Minas Gerais
2966;MG;São Gonçalo do Sapucaí;25670;Minas Gerais
2967;MG;São Gotardo;36084;Minas Gerais
2968;MG;São João Batista do Glória;7541;Minas Gerais
2969;MG;São João da Lagoa;4949;Minas Gerais
2970;MG;São João da Mata;2743;Minas Gerais
2971;MG;São João da Ponte;25033;Minas Gerais
2972;MG;São João das Missões;13232;Minas Gerais
2973;MG;São João del Rei;90897;Minas Gerais
2974;MG;São João do Manhuaçu;11785;Minas Gerais
2975;MG;São João do Manteninha;5975;Minas Gerais
2976;MG;São João do Oriente;7393;Minas Gerais
2977;MG;São João do Pacuí;4476;Minas Gerais
2978;MG;São João do Paraíso;23797;Minas Gerais
2979;MG;São João Evangelista;15761;Minas Gerais
2980;MG;São João Nepomuceno;26530;Minas Gerais
2981;MG;São Joaquim de Bicas;32696;Minas Gerais
2982;MG;São José da Barra;7532;Minas Gerais
2983;MG;São José da Lapa;24490;Minas Gerais
2984;MG;São José da Safira;4291;Minas Gerais
2985;MG;São José da Varginha;5151;Minas Gerais
2986;MG;São José do Alegre;4222;Minas Gerais
2987;MG;São José do Divino;3851;Minas Gerais
2988;MG;São José do Goiabal;5356;Minas Gerais
2989;MG;São José do Jacuri;6409;Minas Gerais
2990;MG;São José do Mantimento;2821;Minas Gerais
2991;MG;São Lourenço;46539;Minas Gerais
2992;MG;São Miguel do Anta;6949;Minas Gerais
2993;MG;São Pedro da União;4563;Minas Gerais
2994;MG;São Pedro dos Ferros;7634;Minas Gerais
2995;MG;São Pedro do Suaçuí;5160;Minas Gerais
2996;MG;São Romão;12713;Minas Gerais
2997;MG;São Roque de Minas;7100;Minas Gerais
2998;MG;São Sebastião da Bela Vista;5598;Minas Gerais
2999;MG;São Sebastião da Vargem Alegre;3039;Minas Gerais
3000;MG;São Sebastião do Anta;6697;Minas Gerais
3001;MG;São Sebastião do Maranhão;9884;Minas Gerais
3002;MG;São Sebastião do Oeste;6948;Minas Gerais
3003;MG;São Sebastião do Paraíso;71915;Minas Gerais
3004;MG;São Sebastião do Rio Preto;1478;Minas Gerais
3005;MG;São Sebastião do Rio Verde;2259;Minas Gerais
3006;MG;São Tiago;10979;Minas Gerais
3007;MG;São Tomás de Aquino;6980;Minas Gerais
3008;MG;São Tomé das Letras;7151;Minas Gerais
3009;MG;São Vicente de Minas;7876;Minas Gerais
3010;MG;Sapucaí-Mirim;7045;Minas Gerais
3011;MG;Sardoá;6421;Minas Gerais
3012;MG;Sarzedo;34050;Minas Gerais
3013;MG;Setubinha;12493;Minas Gerais
3014;MG;Sem-Peixe;2579;Minas Gerais
3015;MG;Senador Amaral;5365;Minas Gerais
3016;MG;Senador Cortes;2001;Minas Gerais
3017;MG;Senador Firmino;7902;Minas Gerais
3018;MG;Senador José Bento;1422;Minas Gerais
3019;MG;Senador Modestino Gonçalves;4056;Minas Gerais
3020;MG;Senhora de Oliveira;5786;Minas Gerais
3021;MG;Senhora do Porto;3516;Minas Gerais
3022;MG;Senhora dos Remédios;10474;Minas Gerais
3023;MG;Sericita;7340;Minas Gerais
3024;MG;Seritinga;1857;Minas Gerais
3025;MG;Serra Azul de Minas;4292;Minas Gerais
3026;MG;Serra da Saudade;771;Minas Gerais
3027;MG;Serra dos Aimorés;8725;Minas Gerais
3028;MG;Serra do Salitre;11750;Minas Gerais
3029;MG;Serrania;7667;Minas Gerais
3030;MG;Serranópolis de Minas;4836;Minas Gerais
3031;MG;Serranos;1949;Minas Gerais
3032;MG;Serro;20915;Minas Gerais
3033;MG;Sete Lagoas;243950;Minas Gerais
3034;MG;Silveirânia;2267;Minas Gerais
3035;MG;Silvianópolis;6258;Minas Gerais
3036;MG;Simão Pereira;2621;Minas Gerais
3037;MG;Simonésia;19834;Minas Gerais
3038;MG;Sobrália;5476;Minas Gerais
3039;MG;Soledade de Minas;6226;Minas Gerais
3040;MG;Tabuleiro;3669;Minas Gerais
3041;MG;Taiobeiras;34653;Minas Gerais
3042;MG;Taparuba;3093;Minas Gerais
3043;MG;Tapira;4890;Minas Gerais
3044;MG;Tapiraí;1869;Minas Gerais
3045;MG;Taquaraçu de Minas;4120;Minas Gerais
3046;MG;Tarumirim;14280;Minas Gerais
3047;MG;Teixeiras;11680;Minas Gerais
3048;MG;Teófilo Otoni;141269;Minas Gerais
3049;MG;Timóteo;91268;Minas Gerais
3050;MG;Tiradentes;8160;Minas Gerais
3051;MG;Tiros;6369;Minas Gerais
3052;MG;Tocantins;16769;Minas Gerais
3053;MG;Tocos do Moji;4117;Minas Gerais
3054;MG;Toledo;6336;Minas Gerais
3055;MG;Tombos;7683;Minas Gerais
3056;MG;Três Corações;80561;Minas Gerais
3057;MG;Três Marias;33062;Minas Gerais
3058;MG;Três Pontas;57127;Minas Gerais
3059;MG;Tumiritinga;6797;Minas Gerais
3060;MG;Tupaciguara;25466;Minas Gerais
3061;MG;Turmalina;20280;Minas Gerais
3062;MG;Turvolândia;5099;Minas Gerais
3063;MG;Ubá;117995;Minas Gerais
3064;MG;Ubaí;12661;Minas Gerais
3065;MG;Ubaporanga;12514;Minas Gerais
3066;MG;Uberaba;340277;Minas Gerais
3067;MG;Uberlândia;706597;Minas Gerais
3068;MG;Umburatiba;2582;Minas Gerais
3069;MG;Unaí;85461;Minas Gerais
3070;MG;União de Minas;4265;Minas Gerais
3071;MG;Uruana de Minas;3256;Minas Gerais
3072;MG;Urucânia;10333;Minas Gerais
3073;MG;Urucuia;17470;Minas Gerais
3074;MG;Vargem Alegre;6460;Minas Gerais
3075;MG;Vargem Bonita;2143;Minas Gerais
3076;MG;Vargem Grande do Rio Pardo;5045;Minas Gerais
3077;MG;Varginha;137608;Minas Gerais
3078;MG;Varjão de Minas;7235;Minas Gerais
3079;MG;Várzea da Palma;40101;Minas Gerais
3080;MG;Varzelândia;19290;Minas Gerais
3081;MG;Vazante;20692;Minas Gerais
3082;MG;Verdelândia;9527;Minas Gerais
3083;MG;Veredinha;5733;Minas Gerais
3084;MG;Veríssimo;4090;Minas Gerais
3085;MG;Vermelho Novo;4852;Minas Gerais
3086;MG;Vespasiano;131849;Minas Gerais
3087;MG;Viçosa;79910;Minas Gerais
3088;MG;Vieiras;3570;Minas Gerais
3089;MG;Mathias Lobato;3157;Minas Gerais
3090;MG;Virgem da Lapa;13729;Minas Gerais
3091;MG;Virgínia;8652;Minas Gerais
3092;MG;Virginópolis;10459;Minas Gerais
3093;MG;Virgolândia;5303;Minas Gerais
3094;MG;Visconde do Rio Branco;43351;Minas Gerais
3095;MG;Volta Grande;5270;Minas Gerais
3096;MG;Wenceslau Braz;2543;Minas Gerais
3097;ES;Afonso Cláudio;30326;Espírito Santo
3098;ES;Águia Branca;9621;Espírito Santo
3099;ES;Água Doce do Norte;10801;Espírito Santo
3100;ES;Alegre;29869;Espírito Santo
3101;ES;Alfredo Chaves;14670;Espírito Santo
3102;ES;Alto Rio Novo;7911;Espírito Santo
3103;ES;Anchieta;30285;Espírito Santo
3104;ES;Apiacá;7542;Espírito Santo
3105;ES;Aracruz;104942;Espírito Santo
3106;ES;Atílio Vivácqua;12270;Espírito Santo
3107;ES;Baixo Guandu;31263;Espírito Santo
3108;ES;Barra de São Francisco;45301;Espírito Santo
3109;ES;Boa Esperança;15146;Espírito Santo
3110;ES;Bom Jesus do Norte;9988;Espírito Santo
3111;ES;Brejetuba;12450;Espírito Santo
3112;ES;Cachoeiro de Itapemirim;212172;Espírito Santo
3113;ES;Cariacica;386495;Espírito Santo
3114;ES;Castelo;37956;Espírito Santo
3115;ES;Colatina;124283;Espírito Santo
3116;ES;Conceição da Barra;31479;Espírito Santo
3117;ES;Conceição do Castelo;12887;Espírito Santo
3118;ES;Divino de São Lourenço;4236;Espírito Santo
3119;ES;Domingos Martins;34120;Espírito Santo
3120;ES;Dores do Rio Preto;6793;Espírito Santo
3121;ES;Ecoporanga;22748;Espírito Santo
3122;ES;Fundão;22379;Espírito Santo
3123;ES;Governador Lindenberg;13047;Espírito Santo
3124;ES;Guaçuí;31372;Espírito Santo
3125;ES;Guarapari;128504;Espírito Santo
3126;ES;Ibatiba;26762;Espírito Santo
3127;ES;Ibiraçu;12701;Espírito Santo
3128;ES;Ibitirama;8830;Espírito Santo
3129;ES;Iconha;14083;Espírito Santo
3130;ES;Irupi;13672;Espírito Santo
3131;ES;Itaguaçu;13982;Espírito Santo
3132;ES;Itapemirim;34957;Espírito Santo
3133;ES;Itarana;10433;Espírito Santo
3134;ES;Iúna;29417;Espírito Santo
3135;ES;Jaguaré;31589;Espírito Santo
3136;ES;Jerônimo Monteiro;12336;Espírito Santo
3137;ES;João Neiva;16774;Espírito Santo
3138;ES;Laranja da Terra;10919;Espírito Santo
3139;ES;Linhares;179755;Espírito Santo
3140;ES;Mantenópolis;15653;Espírito Santo
3141;ES;Marataízes;39259;Espírito Santo
3142;ES;Marechal Floriano;17141;Espírito Santo
3143;ES;Marilândia;13091;Espírito Santo
3144;ES;Mimoso do Sul;26079;Espírito Santo
3145;ES;Montanha;18954;Espírito Santo
3146;ES;Mucurici;5468;Espírito Santo
3147;ES;Muniz Freire;17176;Espírito Santo
3148;ES;Muqui;15602;Espírito Santo
3149;ES;Nova Venécia;50751;Espírito Santo
3150;ES;Pancas;23426;Espírito Santo
3151;ES;Pedro Canário;26575;Espírito Santo
3152;ES;Pinheiros;27601;Espírito Santo
3153;ES;Piúma;22388;Espírito Santo
3154;ES;Ponto Belo;8016;Espírito Santo
3155;ES;Presidente Kennedy;11741;Espírito Santo
3156;ES;Rio Bananal;19398;Espírito Santo
3157;ES;Rio Novo do Sul;11630;Espírito Santo
3158;ES;Santa Leopoldina;12171;Espírito Santo
3159;ES;Santa Maria de Jetibá;41588;Espírito Santo
3160;ES;Santa Teresa;23853;Espírito Santo
3161;ES;São Domingos do Norte;8735;Espírito Santo
3162;ES;São Gabriel da Palha;39085;Espírito Santo
3163;ES;São José do Calçado;10536;Espírito Santo
3164;ES;São Mateus;134629;Espírito Santo
3165;ES;São Roque do Canaã;12602;Espírito Santo
3166;ES;Serra;536765;Espírito Santo
3167;ES;Sooretama;31278;Espírito Santo
3168;ES;Vargem Alta;21778;Espírito Santo
3169;ES;Venda Nova do Imigrante;26204;Espírito Santo
3170;ES;Viana;80735;Espírito Santo
3171;ES;Vila Pavão;9280;Espírito Santo
3172;ES;Vila Valério;14065;Espírito Santo
3173;ES;Vila Velha;508655;Espírito Santo
3174;ES;Vitória;369534;Espírito Santo
3175;RJ;Angra dos Reis;210171;Rio de Janeiro
3176;RJ;Aperibé;12036;Rio de Janeiro
3177;RJ;Araruama;136109;Rio de Janeiro
3178;RJ;Areal;12763;Rio de Janeiro
3179;RJ;Armação dos Búzios;35060;Rio de Janeiro
3180;RJ;Arraial do Cabo;30827;Rio de Janeiro
3181;RJ;Barra do Piraí;101139;Rio de Janeiro
3182;RJ;Barra Mansa;185237;Rio de Janeiro
3183;RJ;Belford Roxo;515239;Rio de Janeiro
3184;RJ;Bom Jardim;27779;Rio de Janeiro
3185;RJ;Bom Jesus do Itabapoana;37306;Rio de Janeiro
3186;RJ;Cabo Frio;234077;Rio de Janeiro
3187;RJ;Cachoeiras de Macacu;59652;Rio de Janeiro
3188;RJ;Cambuci;15521;Rio de Janeiro
3189;RJ;Carapebus;16859;Rio de Janeiro
3190;RJ;Comendador Levy Gasparian;8590;Rio de Janeiro
3191;RJ;Campos dos Goytacazes;514643;Rio de Janeiro
3192;RJ;Cantagalo;20163;Rio de Janeiro
3193;RJ;Cardoso Moreira;12818;Rio de Janeiro
3194;RJ;Carmo;19161;Rio de Janeiro
3195;RJ;Casimiro de Abreu;45864;Rio de Janeiro
3196;RJ;Conceição de Macabu;23561;Rio de Janeiro
3197;RJ;Cordeiro;22152;Rio de Janeiro
3198;RJ;Duas Barras;11563;Rio de Janeiro
3199;RJ;Duque de Caxias;929449;Rio de Janeiro
3200;RJ;Engenheiro Paulo de Frontin;14138;Rio de Janeiro
3201;RJ;Guapimirim;62225;Rio de Janeiro
3202;RJ;Iguaba Grande;29344;Rio de Janeiro
3203;RJ;Itaboraí;244416;Rio de Janeiro
3204;RJ;Itaguaí;136547;Rio de Janeiro
3205;RJ;Italva;15387;Rio de Janeiro
3206;RJ;Itaocara;23211;Rio de Janeiro
3207;RJ;Itaperuna;104354;Rio de Janeiro
3208;RJ;Itatiaia;32312;Rio de Janeiro
3209;RJ;Japeri;106296;Rio de Janeiro
3210;RJ;Laje do Muriaé;7298;Rio de Janeiro
3211;RJ;Macaé;266136;Rio de Janeiro
3212;RJ;Macuco;5646;Rio de Janeiro
3213;RJ;Magé;247741;Rio de Janeiro
3214;RJ;Mangaratiba;45941;Rio de Janeiro
3215;RJ;Maricá;167668;Rio de Janeiro
3216;RJ;Mendes;18681;Rio de Janeiro
3217;RJ;Mesquita;177016;Rio de Janeiro
3218;RJ;Miguel Pereira;25622;Rio de Janeiro
3219;RJ;Miracema;27134;Rio de Janeiro
3220;RJ;Natividade;15305;Rio de Janeiro
3221;RJ;Nilópolis;162893;Rio de Janeiro
3222;RJ;Niterói;516981;Rio de Janeiro
3223;RJ;Nova Friburgo;191664;Rio de Janeiro
3224;RJ;Nova Iguaçu;825388;Rio de Janeiro
3225;RJ;Paracambi;53093;Rio de Janeiro
3226;RJ;Paraíba do Sul;44741;Rio de Janeiro
3227;RJ;Paraty;44175;Rio de Janeiro
3228;RJ;Paty do Alferes;27942;Rio de Janeiro
3229;RJ;Petrópolis;307144;Rio de Janeiro
3230;RJ;Pinheiral;25563;Rio de Janeiro
3231;RJ;Piraí;29802;Rio de Janeiro
3232;RJ;Porciúncula;19068;Rio de Janeiro
3233;RJ;Porto Real;20254;Rio de Janeiro
3234;RJ;Quatis;14562;Rio de Janeiro
3235;RJ;Queimados;152311;Rio de Janeiro
3236;RJ;Quissamã;25535;Rio de Janeiro
3237;RJ;Resende;133244;Rio de Janeiro
3238;RJ;Rio Bonito;60930;Rio de Janeiro
3239;RJ;Rio Claro;18677;Rio de Janeiro
3240;RJ;Rio das Flores;9401;Rio de Janeiro
3241;RJ;Rio das Ostras;159529;Rio de Janeiro
3242;RJ;Rio de Janeiro;6775561;Rio de Janeiro
3243;RJ;Santa Maria Madalena;10380;Rio de Janeiro
3244;RJ;Santo Antônio de Pádua;42705;Rio de Janeiro
3245;RJ;São Francisco de Itabapoana;42214;Rio de Janeiro
3246;RJ;São Fidélis;38749;Rio de Janeiro
3247;RJ;São Gonçalo;1098357;Rio de Janeiro
3248;RJ;São João da Barra;36731;Rio de Janeiro
3249;RJ;São João de Meriti;473385;Rio de Janeiro
3250;RJ;São José de Ubá;7240;Rio de Janeiro
3251;RJ;São José do Vale do Rio Preto;22032;Rio de Janeiro
3252;RJ;São Pedro da Aldeia;107556;Rio de Janeiro
3253;RJ;São Sebastião do Alto;9416;Rio de Janeiro
3254;RJ;Sapucaia;18270;Rio de Janeiro
3255;RJ;Saquarema;91938;Rio de Janeiro
3256;RJ;Seropédica;83841;Rio de Janeiro
3257;RJ;Silva Jardim;21775;Rio de Janeiro
3258;RJ;Sumidouro;15709;Rio de Janeiro
3259;RJ;Tanguá;34898;Rio de Janeiro
3260;RJ;Teresópolis;185820;Rio de Janeiro
3261;RJ;Trajano de Moraes;10653;Rio de Janeiro
3262;RJ;Três Rios;82468;Rio de Janeiro
3263;RJ;Valença;77202;Rio de Janeiro
3264;RJ;Varre-Sai;11208;Rio de Janeiro
3265;RJ;Vassouras;37262;Rio de Janeiro
3266;RJ;Volta Redonda;274925;Rio de Janeiro
3267;SP;Adamantina;35153;São Paulo
3268;SP;Adolfo;3545;São Paulo
3269;SP;Aguaí;36981;São Paulo
3270;SP;Águas da Prata;8262;São Paulo
3271;SP;Águas de Lindóia;18908;São Paulo
3272;SP;Águas de Santa Bárbara;6142;São Paulo
3273;SP;Águas de São Pedro;3588;São Paulo
3274;SP;Agudos;37582;São Paulo
3275;SP;Alambari;6231;São Paulo
3276;SP;Alfredo Marcondes;4201;São Paulo
3277;SP;Altair;4211;São Paulo
3278;SP;Altinópolis;16221;São Paulo
3279;SP;Alto Alegre;4078;São Paulo
3280;SP;Alumínio;18903;São Paulo
3281;SP;Álvares Florence;3616;São Paulo
3282;SP;Álvares Machado;25078;São Paulo
3283;SP;Álvaro de Carvalho;5320;São Paulo
3284;SP;Alvinlândia;3251;São Paulo
3285;SP;Americana;244370;São Paulo
3286;SP;Américo Brasiliense;41545;São Paulo
3287;SP;Américo de Campos;5993;São Paulo
3288;SP;Amparo;73145;São Paulo
3289;SP;Analândia;5115;São Paulo
3290;SP;Andradina;57245;São Paulo
3291;SP;Angatuba;25724;São Paulo
3292;SP;Anhembi;6911;São Paulo
3293;SP;Anhumas;4172;São Paulo
3294;SP;Aparecida;36211;São Paulo
3295;SP;Aparecida d'Oeste;4122;São Paulo
3296;SP;Apiaí;24081;São Paulo
3297;SP;Araçariguama;23343;São Paulo
3298;SP;Araçatuba;199210;São Paulo
3299;SP;Araçoiaba da Serra;35389;São Paulo
3300;SP;Aramina;5689;São Paulo
3301;SP;Arandu;6373;São Paulo
3302;SP;Arapeí;2452;São Paulo
3303;SP;Araraquara;240542;São Paulo
3304;SP;Araras;136739;São Paulo
3305;SP;Arco-Íris;1755;São Paulo
3306;SP;Arealva;8665;São Paulo
3307;SP;Areias;3906;São Paulo
3308;SP;Areiópolis;11186;São Paulo
3309;SP;Ariranha;9851;São Paulo
3310;SP;Artur Nogueira;56247;São Paulo
3311;SP;Arujá;92453;São Paulo
3312;SP;Aspásia;1815;São Paulo
3313;SP;Assis;105768;São Paulo
3314;SP;Atibaia;145378;São Paulo
3315;SP;Auriflama;15316;São Paulo
3316;SP;Avaí;5467;São Paulo
3317;SP;Avanhandava;14063;São Paulo
3318;SP;Avaré;91792;São Paulo
3319;SP;Bady Bassitt;18013;São Paulo
3320;SP;Balbinos;6127;São Paulo
3321;SP;Bálsamo;9209;São Paulo
3322;SP;Bananal;11039;São Paulo
3323;SP;Barão de Antonina;3525;São Paulo
3324;SP;Barbosa;7532;São Paulo
3325;SP;Bariri;35844;São Paulo
3326;SP;Barra Bonita;36125;São Paulo
3327;SP;Barra do Chapéu;5794;São Paulo
3328;SP;Barra do Turvo;7606;São Paulo
3329;SP;Barretos;123546;São Paulo
3330;SP;Barrinha;33537;São Paulo
3331;SP;Barueri;279704;São Paulo
3332;SP;Bastos;20952;São Paulo
3333;SP;Batatais;63438;São Paulo
3334;SP;Bauru;381706;São Paulo
3335;SP;Bebedouro;77612;São Paulo
3336;SP;Bento de Abreu;3028;São Paulo
3337;SP;Bernardino de Campos;11168;São Paulo
3338;SP;Bertioga;66154;São Paulo
3339;SP;Bilac;8197;São Paulo
3340;SP;Birigui;126094;São Paulo
3341;SP;Biritiba Mirim;33265;São Paulo
3342;SP;Boa Esperança do Sul;15111;São Paulo
3343;SP;Bocaina;12571;São Paulo
3344;SP;Bofete;12107;São Paulo
3345;SP;Boituva;63310;São Paulo
3346;SP;Bom Jesus dos Perdões;26506;São Paulo
3347;SP;Bom Sucesso de Itararé;4013;São Paulo
3348;SP;Borá;839;São Paulo
3349;SP;Boracéia;4913;São Paulo
3350;SP;Borborema;16278;São Paulo
3351;SP;Borebi;2713;São Paulo
3352;SP;Botucatu;149718;São Paulo
3353;SP;Bragança Paulista;172346;São Paulo
3354;SP;Braúna;5795;São Paulo
