uf;cidade;populacao_estimada
SC;Monte Castelo;8263
SC;Morro da Fumaça;18095
SC;Morro Grande;2884
SC;Navegantes;85734
SC;Nova Erechim;5163
SC;Nova Itaberaba;4327
SC;Nova Trento;15010
SC;Nova Veneza;15515
SC;Novo Horizonte;2366
SC;Orleans;23161
SC;Otacílio Costa;19201
SC;Ouro;7251
SC;Ouro Verde;2197
SC;Paial;1444
SC;Painel;2352
SC;Palhoça;178679
SC;Palma Sola;7321
SC;Palmeira;2673
SC;Palmitos;16144
SC;Papanduva;19521
SC;Paraíso;3284
SC;Passo de Torres;9269
SC;Passos Maia;4072
SC;Paulo Lopes;7642
SC;Pedras Grandes;3931
SC;Penha;34022
SC;Peritiba;2733
SC;Pescaria Brava;10225
SC;Petrolândia;5873
SC;Balneário Piçarras;24385
SC;Pinhalzinho;21103
SC;Pinheiro Preto;3635
SC;Piratuba;3637
SC;Planalto Alegre;2907
SC;Pomerode;34561
SC;Ponte Alta;4619
SC;Ponte Alta do Norte;3426
SC;Ponte Serrada;11674
SC;Porto Belo;22466
SC;Porto União;35685
SC;Pouso Redondo;17965
SC;Praia Grande;7305
SC;Presidente Castello Branco;1526
SC;Presidente Getúlio;17973
SC;Presidente Nereu;2279
SC;Princesa;2950
SC;Quilombo;9773
SC;Rancho Queimado;2897
SC;Rio das Antas;6199
SC;Rio do Campo;5864
SC;Rio do Oeste;7552
SC;Rio dos Cedros;11937
SC;Rio do Sul;72931
SC;Rio Fortuna;4630
SC;Rio Negrinho;42684
SC;Rio Rufino;2484
SC;Riqueza;4525
SC;Rodeio;11647
SC;Romelândia;4584
SC;Salete;7674
SC;Saltinho;3727
SC;Salto Veloso;4792
SC;Sangão;13128
SC;Santa Cecília;17004
SC;Santa Helena;2178
SC;Santa Rosa de Lima;2151
SC;Santa Rosa do Sul;8397
SC;Santa Terezinha;8760
SC;Santa Terezinha do Progresso;2317
SC;Santiago do Sul;1211
SC;Santo Amaro da Imperatriz;23907
SC;São Bernardino;2239
SC;São Bento do Sul;86317
SC;São Bonifácio;2791
SC;São Carlos;11456
SC;São Cristóvão do Sul;5646
SC;São Domingos;9422
SC;São Francisco do Sul;54751
SC;São João do Oeste;6423
SC;São João Batista;39719
SC;São João do Itaperiú;3784
SC;São João do Sul;7332
SC;São Joaquim;27322
SC;São José;253705
SC;São José do Cedro;13811
SC;São José do Cerrito;8054
SC;São Lourenço do Oeste;24501
SC;São Ludgero;13886
SC;São Martinho;3162
SC;São Miguel da Boa Vista;1794
SC;São Miguel do Oeste;41246
SC;São Pedro de Alcântara;6046
SC;Saudades;9874
SC;Schroeder;22605
SC;Seara;17610
SC;Serra Alta;3249
SC;Siderópolis;14176
SC;Sombrio;31084
SC;Sul Brasil;2386
SC;Taió;18576
SC;Tangará;8648
SC;Tigrinhos;1606
SC;Tijucas;39889
SC;Timbé do Sul;5338
SC;Timbó;45703
SC;Timbó Grande;8003
SC;Três Barras;19455
SC;Treviso;4002
SC;Treze de Maio;7104
SC;Treze Tílias;8138
SC;Trombudo Central;7506
SC;Tubarão;107143
SC;Tunápolis;4507
SC;Turvo;13080
SC;União do Oeste;2364
SC;Urubici;11311
SC;Urupema;2453
SC;Urussanga;21419
SC;Vargeão;3569
SC;Vargem;2387
SC;Vargem Bonita;4411
SC;Vidal Ramos;6321
SC;Videira;54145
SC;Vitor Meireles;4907
SC;Witmarsum;4032
SC;Xanxerê;52290
SC;Xavantina;3873
SC;Xaxim;29254
SC;Zortéa;3432
SC;Balneário Rincão;13129
RS;Aceguá;4981
RS;Água Santa;3738
RS;Agudo;16344
RS;Ajuricaba;6951
RS;Alecrim;5710
RS;Alegrete;72493
RS;Alegria;3287
RS;Almirante Tamandaré do Sul;1935
RS;Alpestre;5885
RS;Alto Alegre;1590
RS;Alto Feliz;3043
RS;Alvorada;212352
RS;Amaral Ferrador;7136
RS;Ametista do Sul;7396
RS;André da Rocha;1351
RS;Anta Gorda;5941
RS;Antônio Prado;13041
RS;Arambaré;3544
RS;Araricá;5840
RS;Aratiba;6145
RS;Arroio do Meio;21121
RS;Arroio do Sal;10483
RS;Arroio do Padre;2966
RS;Arroio dos Ratos;14201
RS;Arroio do Tigre;13452
RS;Arroio Grande;18185
RS;Arvorezinha;10422
RS;Augusto Pestana;6545
RS;Áurea;3517
RS;Bagé;121518
RS;Balneário Pinhal;14645
RS;Barão;6232
RS;Barão de Cotegipe;6616
RS;Barão do Triunfo;7550
RS;Barracão;5237
RS;Barra do Guarita;3266
RS;Barra do Quaraí;4238
RS;Barra do Ribeiro;13618
RS;Barra do Rio Azul;1621
RS;Barra Funda;2563
RS;Barros Cassal;11167
RS;Benjamin Constant do Sul;1924
RS;Bento Gonçalves;123090
RS;Boa Vista das Missões;2087
RS;Boa Vista do Buricá;6712
RS;Boa Vista do Cadeado;2466
RS;Boa Vista do Incra;2628
RS;Boa Vista do Sul;2773
RS;Bom Jesus;11270
RS;Bom Princípio;14446
RS;Bom Progresso;1858
RS;Bom Retiro do Sul;12448
RS;Boqueirão do Leão;7691
RS;Bossoroca;6135
RS;Bozano;2099
RS;Braga;3271
RS;Brochier;5132
RS;Butiá;20963
RS;Caçapava do Sul;33476
RS;Cacequi;12291
RS;Cachoeira do Sul;81552
RS;Cachoeirinha;132144
RS;Cacique Doble;5083
RS;Caibaté;4802
RS;Caiçara;4659
RS;Camaquã;66686
RS;Camargo;2750
RS;Cambará do Sul;6383
RS;Campestre da Serra;3402
RS;Campina das Missões;5325
RS;Campinas do Sul;5422
RS;Campo Bom;69981
RS;Campo Novo;4273
RS;Campos Borges;3272
RS;Candelária;31475
RS;Cândido Godói;6106
RS;Candiota;9707
RS;Canela;45957
RS;Canguçu;56370
RS;Canoas;349728
RS;Canudos do Vale;1693
RS;Capão Bonito do Sul;1628
RS;Capão da Canoa;55009
RS;Capão do Cipó;3745
RS;Capão do Leão;25462
RS;Capivari do Sul;4793
RS;Capela de Santana;12183
RS;Capitão;2770
RS;Carazinho;62413
RS;Caraá;8426
RS;Carlos Barbosa;30630
RS;Carlos Gomes;1327
RS;Casca;9070
RS;Caseiros;3228
RS;Catuípe;8631
RS;Caxias do Sul;523716
RS;Centenário;2865
RS;Cerrito;6005
RS;Cerro Branco;4720
RS;Cerro Grande;2281
RS;Cerro Grande do Sul;12579
RS;Cerro Largo;14243
RS;Chapada;9211
RS;Charqueadas;41705
RS;Charrua;3228
RS;Chiapetta;3684
RS;Chuí;6832
RS;Chuvisca;5518
RS;Cidreira;16897
RS;Ciríaco;4693
RS;Colinas;2466
RS;Colorado;3088
RS;Condor;6766
RS;Constantina;9903
RS;Coqueiro Baixo;1490
RS;Coqueiros do Sul;2267
RS;Coronel Barros;2521
RS;Coronel Bicaco;7213
RS;Coronel Pilar;1602
RS;Cotiporã;3824
RS;Coxilha;2731
RS;Crissiumal;13269
RS;Cristal;8121
RS;Cristal do Sul;2840
RS;Cruz Alta;59561
RS;Cruzaltense;1765
RS;Cruzeiro do Sul;12457
RS;David Canabarro;4732
RS;Derrubadas;2718
RS;Dezesseis de Novembro;2331
RS;Dilermando de Aguiar;2991
RS;Dois Irmãos;33547
RS;Dois Irmãos das Missões;1992
RS;Dois Lajeados;3410
RS;Dom Feliciano;15556
RS;Dom Pedro de Alcântara;2520
RS;Dom Pedrito;38222
RS;Dona Francisca;2958
RS;Doutor Maurício Cardoso;4380
RS;Doutor Ricardo;1967
RS;Eldorado do Sul;42490
RS;Encantado;23047
RS;Encruzilhada do Sul;26039
RS;Engenho Velho;932
RS;Entre-Ijuís;8350
RS;Entre Rios do Sul;2724
RS;Erebango;2978
RS;Erechim;107368
RS;Ernestina;3171
RS;Herval;6807
RS;Erval Grande;4780
RS;Erval Seco;6697
RS;Esmeralda;3291
RS;Esperança do Sul;2846
RS;Espumoso;15594
RS;Estação;5924
RS;Estância Velha;51292
RS;Esteio;83352
RS;Estrela;34669
RS;Estrela Velha;3646
RS;Eugênio de Castro;2310
RS;Fagundes Varela;2750
RS;Farroupilha;73758
RS;Faxinal do Soturno;6651
RS;Faxinalzinho;2256
RS;Fazenda Vilanova;4680
RS;Feliz;13728
RS;Flores da Cunha;31352
RS;Floriano Peixoto;1709
RS;Fontoura Xavier;10181
RS;Formigueiro;6569
RS;Forquetinha;2389
RS;Fortaleza dos Valos;4252
RS;Frederico Westphalen;31675
RS;Garibaldi;35794
RS;Garruchos;2851
RS;Gaurama;5447
RS;General Câmara;8339
RS;Gentil;1619
RS;Getúlio Vargas;16158
RS;Giruá;15729
RS;Glorinha;8304
RS;Gramado;36864
RS;Gramado dos Loureiros;2036
RS;Gramado Xavier;4378
RS;Gravataí;285564
RS;Guabiju;1478
RS;Guaíba;98331
RS;Guaporé;26199
RS;Guarani das Missões;7393
RS;Harmonia;4967
RS;Herveiras;3019
RS;Horizontina;19446
RS;Hulha Negra;6894
RS;Humaitá;4712
RS;Ibarama;4393
RS;Ibiaçá;4690
RS;Ibiraiaras;7267
RS;Ibirapuitã;3988
RS;Ibirubá;20474
RS;Igrejinha;37754
RS;Ijuí;84041
RS;Ilópolis;4054
RS;Imbé;23721
RS;Imigrante;3103
RS;Independência;6054
RS;Inhacorá;2207
RS;Ipê;6736
RS;Ipiranga do Sul;1871
RS;Iraí;7046
RS;Itaara;5573
RS;Itacurubi;3456
RS;Itapuca;2037
RS;Itaqui;37363
RS;Itati;2377
RS;Itatiba do Sul;3143
RS;Ivorá;1854
RS;Ivoti;25068
RS;Jaboticaba;3738
RS;Jacuizinho;2718
RS;Jacutinga;3532
RS;Jaguarão;26327
RS;Jaguari;10684
RS;Jaquirana;3611
RS;Jari;3472
RS;Jóia;8571
RS;Júlio de Castilhos;19159
RS;Lagoa Bonita do Sul;2939
RS;Lagoão;6469
RS;Lagoa dos Três Cantos;1604
RS;Lagoa Vermelha;27751
RS;Lajeado;86005
RS;Lajeado do Bugre;2569
RS;Lavras do Sul;7410
RS;Liberato Salzano;5087
RS;Lindolfo Collor;6193
RS;Linha Nova;1724
RS;Machadinho;5411
RS;Maçambará;4539
RS;Mampituba;2965
RS;Manoel Viana;7315
RS;Maquiné;6747
RS;Maratá;2713
RS;Marau;45523
RS;Marcelino Ramos;4239
RS;Mariana Pimentel;3892
RS;Mariano Moro;1987
RS;Marques de Souza;3981
RS;Mata;4760
RS;Mato Castelhano;2543
RS;Mato Leitão;4627
RS;Mato Queimado;1611
RS;Maximiliano de Almeida;4254
RS;Minas do Leão;8130
RS;Miraguaí;4899
RS;Montauri;1430
RS;Monte Alegre dos Campos;3237
RS;Monte Belo do Sul;2514
RS;Montenegro;66157
RS;Mormaço;3139
RS;Morrinhos do Sul;2891
RS;Morro Redondo;6609
RS;Morro Reuter;6570
RS;Mostardas;12888
RS;Muçum;4967
RS;Muitos Capões;3184
RS;Muliterno;1901
RS;Não-Me-Toque;17886
RS;Nicolau Vergueiro;1667
RS;Nonoai;11574
RS;Nova Alvorada;3698
RS;Nova Araçá;4890
RS;Nova Bassano;10089
RS;Nova Boa Vista;1731
RS;Nova Bréscia;3345
RS;Nova Candelária;2677
RS;Nova Esperança do Sul;5465
RS;Nova Hartz;22147
RS;Nova Pádua;2563
RS;Nova Palma;6519
RS;Nova Petrópolis;21717
RS;Nova Prata;28021
RS;Nova Ramada;2195
RS;Nova Roma do Sul;3743
RS;Nova Santa Rita;30482
RS;Novo Cabrais;4246
RS;Novo Hamburgo;247303
RS;Novo Machado;3191
RS;Novo Tiradentes;2189
RS;Novo Xingu;1705
RS;Novo Barreiro;4185
RS;Osório;46815
RS;Paim Filho;3731
RS;Palmares do Sul;11342
RS;Palmeira das Missões;32967
RS;Palmitinho;7056
RS;Panambi;44583
RS;Pantano Grande;8995
RS;Paraí;7793
RS;Paraíso do Sul;7635
RS;Pareci Novo;3885
RS;Parobé;59419
RS;Passa Sete;5790
RS;Passo do Sobrado;6612
RS;Passo Fundo;206103
RS;Paulo Bento;2303
RS;Paverama;8541
RS;Pedras Altas;1928
RS;Pedro Osório;7683
RS;Pejuçara;3840
RS;Pelotas;343826
RS;Picada Café;5780
RS;Pinhal;2581
RS;Pinhal da Serra;1896
RS;Pinhal Grande;4309
RS;Pinheirinho do Vale;4926
RS;Pinheiro Machado;12122
RS;Pinto Bandeira;3068
RS;Pirapó;2205
RS;Piratini;20743
RS;Planalto;9957
RS;Poço das Antas;2105
RS;Pontão;3898
RS;Ponte Preta;1501
RS;Portão;38081
RS;Porto Alegre;1492530
RS;Porto Lucena;4514
RS;Porto Mauá;2332
RS;Porto Vera Cruz;1258
RS;Porto Xavier;10144
RS;Pouso Novo;1586
RS;Presidente Lucena;2972
RS;Progresso;6235
RS;Protásio Alves;1929
RS;Putinga;3861
RS;Quaraí;22531
RS;Quatro Irmãos;1860
RS;Quevedos;2793
RS;Quinze de Novembro;3810
RS;Redentora;11782
RS;Relvado;2068
RS;Restinga Sêca;15702
RS;Rio dos Índios;2571
RS;Rio Grande;212881
RS;Rio Pardo;38257
RS;Riozinho;4698
RS;Roca Sales;11556
RS;Rodeio Bonito;5868
RS;Rolador;2270
RS;Rolante;21591
RS;Ronda Alta;10633
RS;Rondinha;5033
RS;Roque Gonzales;6750
RS;Rosário do Sul;39210
RS;Sagrada Família;2601
RS;Saldanha Marinho;2596
RS;Salto do Jacuí;12512
RS;Salvador das Missões;2734
RS;Salvador do Sul;7975
RS;Sananduva;16382
RS;Santa Bárbara do Sul;7813
RS;Santa Cecília do Sul;1630
RS;Santa Clara do Sul;6755
RS;Santa Cruz do Sul;132271
RS;Santa Maria;285159
RS;Santa Maria do Herval;6382
RS;Santa Margarida do Sul;2593
RS;Santana da Boa Vista;8037
RS;Sant'Ana do Livramento;75647
RS;Santa Rosa;73882
RS;Santa Tereza;1722
RS;Santa Vitória do Palmar;29298
RS;Santiago;49298
RS;Santo Ângelo;77544
RS;Santo Antônio do Palma;2118
RS;Santo Antônio da Patrulha;43397
RS;Santo Antônio das Missões;9930
RS;Santo Antônio do Planalto;2018
RS;Santo Augusto;13813
RS;Santo Cristo;14177
RS;Santo Expedito do Sul;2287
RS;São Borja;59768
RS;São Domingos do Sul;3091
RS;São Francisco de Assis;18081
RS;São Francisco de Paula;21871
RS;São Gabriel;62187
RS;São Jerônimo;24569
RS;São João da Urtiga;4625
RS;São João do Polêsine;2535
RS;São Jorge;2808
RS;São José das Missões;2491
RS;São José do Herval;1917
RS;São José do Hortêncio;4924
RS;São José do Inhacorá;2040
RS;São José do Norte;27866
RS;São José do Ouro;6911
RS;São José do Sul;2464
RS;São José dos Ausentes;3559
RS;São Leopoldo;240378
RS;São Lourenço do Sul;43501
RS;São Luiz Gonzaga;33124
RS;São Marcos;21756
RS;São Martinho;5336
RS;São Martinho da Serra;3228
RS;São Miguel das Missões;7692
RS;São Nicolau;5153
RS;São Paulo das Missões;5654
RS;São Pedro da Serra;3881
RS;São Pedro das Missões;2025
RS;São Pedro do Butiá;2950
RS;São Pedro do Sul;16100
RS;São Sebastião do Caí;26161
RS;São Sepé;23492
RS;São Valentim;3220
RS;São Valentim do Sul;2248
RS;São Valério do Sul;2732
RS;São Vendelino;2288
RS;São Vicente do Sul;8742
RS;Sapiranga;80514
RS;Sapucaia do Sul;142508
RS;Sarandi;25024
RS;Seberi;10678
RS;Sede Nova;2875
RS;Segredo;7465
RS;Selbach;5114
RS;Senador Salgado Filho;2761
RS;Sentinela do Sul;5635
RS;Serafina Corrêa;18074
RS;Sério;1889
RS;Sertão;5220
RS;Sertão Santana;6586
RS;Sete de Setembro;1931
RS;Severiano de Almeida;3607
RS;Silveira Martins;2365
RS;Sinimbu;10152
RS;Sobradinho;15041
RS;Soledade;31067
RS;Tabaí;4816
RS;Tapejara;24973
RS;Tapera;10569
RS;Tapes;17363
RS;Taquara;57740
RS;Taquari;26907
RS;Taquaruçu do Sul;3081
RS;Tavares;5484
RS;Tenente Portela;13385
RS;Terra de Areia;11323
RS;Teutônia;34275
RS;Tio Hugo;3078
RS;Tiradentes do Sul;5532
RS;Toropi;2753
RS;Torres;39381
RS;Tramandaí;53507
RS;Travesseiro;2331
RS;Três Arroios;2620
RS;Três Cachoeiras;11174
RS;Três Coroas;28948
RS;Três de Maio;23846
RS;Três Forquilhas;2643
RS;Três Palmeiras;4232
RS;Três Passos;23799
RS;Trindade do Sul;5781
RS;Triunfo;30159
RS;Tucunduva;5612
RS;Tunas;4585
RS;Tupanci do Sul;1447
RS;Tupanciretã;24182
RS;Tupandi;5019
RS;Tuparendi;7730
RS;Turuçu;3408
RS;Ubiretama;1952
RS;União da Serra;1084
RS;Unistalda;2306
RS;Uruguaiana;126766
RS;Vacaria;66916
RS;Vale Verde;3531
RS;Vale do Sol;11873
RS;Vale Real;6046
RS;Vanini;2130
RS;Venâncio Aires;72373
RS;Vera Cruz;27325
RS;Veranópolis;26813
RS;Vespasiano Corrêa;1776
RS;Viadutos;4628
RS;Viamão;257330
RS;Vicente Dutra;4530
RS;Victor Graeff;2840
RS;Vila Flores;3407
RS;Vila Lângaro;2070
RS;Vila Maria;4368
RS;Vila Nova do Sul;4274
RS;Vista Alegre;2726
RS;Vista Alegre do Prata;1553
RS;Vista Gaúcha;2858
RS;Vitória das Missões;3052
RS;Westfália;3046
RS;Xangri-lá;17126
MS;Água Clara;16025
MS;Alcinópolis;5489
MS;Amambai;40247
MS;Anastácio;25336
MS;Anaurilândia;9116
MS;Angélica;11081
MS;Antônio João;9082
MS;Aparecida do Taboado;26386
MS;Aquidauana;48184
MS;Aral Moreira;12511
MS;Bandeirantes;7281
MS;Bataguassu;23620
MS;Batayporã;11368
MS;Bela Vista;24842
MS;Bodoquena;7802
MS;Bonito;22401
MS;Brasilândia;11835
MS;Caarapó;31005
MS;Camapuã;13675
MS;Campo Grande;916001
MS;Caracol;6247
MS;Cassilândia;22063
MS;Chapadão do Sul;26499
MS;Corguinho;6158
MS;Coronel Sapucaia;15449
MS;Corumbá;112669
MS;Costa Rica;21456
MS;Coxim;33547
MS;Deodápolis;13043
MS;Dois Irmãos do Buriti;11547
MS;Douradina;6025
MS;Dourados;227990
MS;Eldorado;12447
MS;Fátima do Sul;19152
MS;Figueirão;3066
MS;Glória de Dourados;9934
MS;Guia Lopes da Laguna;9754
MS;Iguatemi;16273
MS;Inocência;7566
MS;Itaporã;25478
MS;Itaquiraí;21604
MS;Ivinhema;23277
MS;Japorã;9372
MS;Jaraguari;7342
MS;Jardim;26375
MS;Jateí;4015
MS;Juti;6861
MS;Ladário;24040
MS;Laguna Carapã;7496
MS;Maracaju;48944
MS;Miranda;28423
MS;Mundo Novo;18578
MS;Naviraí;56484
MS;Nioaque;13794
MS;Nova Alvorada do Sul;22967
MS;Nova Andradina;56057
MS;Novo Horizonte do Sul;3556
MS;Paraíso das Águas;5751
MS;Paranaíba;42401
MS;Paranhos;14576
MS;Pedro Gomes;7568
MS;Ponta Porã;95320
MS;Porto Murtinho;17460
MS;Ribas do Rio Pardo;25310
MS;Rio Brilhante;38844
MS;Rio Negro;4758
MS;Rio Verde de Mato Grosso;20025
MS;Rochedo;5120
MS;Santa Rita do Pardo;7948
MS;São Gabriel do Oeste;27660
MS;Sete Quedas;10751
MS;Selvíria;6555
MS;Sidrolândia;60792
MS;Sonora;20158
MS;Tacuru;11795
MS;Taquarussu;3588
MS;Terenos;22721
MS;Três Lagoas;125137
MS;Vicentina;6115
MT;Acorizal;5309
MT;Água Boa;26679
MT;Alta Floresta;52105
MT;Alto Araguaia;19714
MT;Alto Boa Vista;7092
MT;Alto Garças;12323
MT;Alto Paraguai;11587
MT;Alto Taquari;11413
MT;Apiacás;10431
MT;Araguaiana;3064
MT;Araguainha;909
MT;Araputanga;17078
MT;Arenápolis;9399
MT;Aripuanã;23067
MT;Barão de Melgaço;8165
MT;Barra do Bugres;35642
MT;Barra do Garças;61702
MT;Bom Jesus do Araguaia;6830
MT;Brasnorte;20571
MT;Cáceres;95339
MT;Campinápolis;16223
MT;Campo Novo do Parecis;36917
MT;Campo Verde;44033
MT;Campos de Júlio;7245
MT;Canabrava do Norte;4711
MT;Canarana;22101
MT;Carlinda;10094
MT;Castanheira;8782
MT;Chapada dos Guimarães;22521
MT;Cláudia;12338
MT;Cocalinho;5716
MT;Colíder;33855
MT;Colniza;41117
MT;Comodoro;21249
MT;Confresa;32076
MT;Conquista D'Oeste;4163
MT;Cotriguaçu;20717
MT;Cuiabá;623614
MT;Curvelândia;5267
MT;Denise;9626
MT;Diamantino;22311
MT;Dom Aquino;8087
MT;Feliz Natal;14847
MT;Figueirópolis D'Oeste;3411
MT;Gaúcha do Norte;7913
MT;General Carneiro;5726
MT;Glória D'Oeste;2990
MT;Guarantã do Norte;36439
MT;Guiratinga;15740
MT;Indiavaí;2806
MT;Ipiranga do Norte;8182
MT;Itanhangá;7030
MT;Itaúba;3609
MT;Itiquira;13727
MT;Jaciara;27696
MT;Jangada;8420
MT;Jauru;8377
MT;Juara;35275
MT;Juína;41190
MT;Juruena;16811
MT;Juscimeira;11124
MT;Lambari D'Oeste;6246
MT;Lucas do Rio Verde;69671
MT;Luciara;2036
MT;Vila Bela da Santíssima Trindade;16412
MT;Marcelândia;10107
MT;Matupá;17017
MT;Mirassol d'Oeste;28135
MT;Nobres;15332
MT;Nortelândia;5858
MT;Nossa Senhora do Livramento;13093
MT;Nova Bandeirantes;16052
MT;Nova Nazaré;4013
MT;Nova Lacerda;6861
MT;Nova Santa Helena;3755
MT;Nova Brasilândia;3656
MT;Nova Canaã do Norte;12876
MT;Nova Mutum;48222
MT;Nova Olímpia;20820
MT;Nova Ubiratã;12492
MT;Nova Xavantina;21695
MT;Novo Mundo;9545
MT;Novo Horizonte do Norte;4069
MT;Novo São Joaquim;4837
MT;Paranaíta;11291
MT;Paranatinga;23250
MT;Novo Santo Antônio;2769
MT;Pedra Preta;17547
MT;Peixoto de Azevedo;35695
MT;Planalto da Serra;2637
MT;Poconé;33386
MT;Pontal do Araguaia;6972
MT;Ponte Branca;1525
MT;Pontes e Lacerda;46105
MT;Porto Alegre do Norte;12849
MT;Porto dos Gaúchos;5344
MT;Porto Esperidião;12176
MT;Porto Estrela;2794
MT;Poxoréu;15936
MT;Primavera do Leste;63876
MT;Querência;18386
MT;São José dos Quatro Marcos;18788
MT;Reserva do Cabaçal;2754
MT;Ribeirão Cascalheira;10450
MT;Ribeirãozinho;2439
MT;Rio Branco;5147
MT;Santa Carmem;4600
MT;Santo Afonso;3164
MT;São José do Povo;4102
MT;São José do Rio Claro;21351
MT;São José do Xingu;5646
MT;São Pedro da Cipa;4823
MT;Rondolândia;4069
MT;Rondonópolis;239613
MT;Rosário Oeste;16999
MT;Santa Cruz do Xingu;2700
MT;Salto do Céu;3226
MT;Santa Rita do Trivelato;3602
MT;Santa Terezinha;8547
MT;Santo Antônio do Leste;5459
MT;Santo Antônio do Leverger;17188
MT;São Félix do Araguaia;11934
MT;Sapezal;27485
MT;Serra Nova Dourada;1705
MT;Sinop;148960
MT;Sorriso;94941
MT;Tabaporã;9357
MT;Tangará da Serra;107631
MT;Tapurah;14380
MT;Terra Nova do Norte;9284
MT;Tesouro;3761
MT;Torixoréu;3487
MT;União do Sul;3455
MT;Vale de São Domingos;3124
MT;Várzea Grande;290383
MT;Vera;11731
MT;Vila Rica;26946
MT;Nova Guarita;4407
MT;Nova Marilândia;3332
MT;Nova Maringá;9056
MT;Nova Monte Verde;9375
GO;Abadia de Goiás;9158
GO;Abadiânia;20873
GO;Acreúna;22710
GO;Adelândia;2515
GO;Água Fria de Goiás;5843
GO;Água Limpa;1809
GO;Águas Lindas de Goiás;222850
GO;Alexânia;28360
GO;Aloândia;1976
GO;Alto Horizonte;6796
GO;Alto Paraíso de Goiás;7751
GO;Alvorada do Norte;8749
GO;Amaralina;3875
GO;Americano do Brasil;6220
GO;Amorinópolis;3011
GO;Anápolis;396526
GO;Anhanguera;1171
GO;Anicuns;22113
GO;Aparecida de Goiânia;601844
GO;Aparecida do Rio Doce;2474
GO;Aporé;4266
GO;Araçu;3450
GO;Aragarças;20410
GO;Aragoiânia;10680
GO;Araguapaz;7795
GO;Arenópolis;2462
GO;Aruanã;10340
GO;Aurilândia;3000
GO;Avelinópolis;2401
GO;Baliza;5418
GO;Barro Alto;11643
GO;Bela Vista de Goiás;31004
GO;Bom Jardim de Goiás;8912
GO;Bom Jesus de Goiás;26069
GO;Bonfinópolis;10120
GO;Bonópolis;4579
GO;Brazabrantes;3812
GO;Britânia;5815
GO;Buriti Alegre;9515
GO;Buriti de Goiás;2464
GO;Buritinópolis;3272
GO;Cabeceiras;8098
GO;Cachoeira Alta;12843
GO;Cachoeira de Goiás;1336
GO;Cachoeira Dourada;7997
GO;Caçu;16525
GO;Caiapônia;19304
GO;Caldas Novas;95183
GO;Caldazinha;3900
GO;Campestre de Goiás;3662
GO;Campinaçu;3628
GO;Campinorte;12880
GO;Campo Alegre de Goiás;7884
GO;Campo Limpo de Goiás;8087
GO;Campos Belos;20124
GO;Campos Verdes;1526
GO;Carmo do Rio Verde;10299
GO;Castelândia;3380
GO;Catalão;113091
GO;Caturaí;5132
GO;Cavalcante;9740
GO;Ceres;22407
GO;Cezarina;8794
GO;Chapadão do Céu;10797
GO;Cidade Ocidental;74370
GO;Cocalzinho de Goiás;20771
GO;Colinas do Sul;3339
GO;Córrego do Ouro;2254
GO;Corumbá de Goiás;11223
GO;Corumbaíba;10012
GO;Cristalina;61385
GO;Cristianópolis;2962
GO;Crixás;17136
GO;Cromínia;3458
GO;Cumari;2820
GO;Damianópolis;3302
GO;Damolândia;2944
GO;Davinópolis;2094
GO;Diorama;2477
GO;Doverlândia;7174
GO;Edealina;3678
GO;Edéia;12559
GO;Estrela do Norte;3253
GO;Faina;6527
GO;Fazenda Nova;5471
GO;Firminópolis;13604
GO;Flores de Goiás;17415
GO;Formosa;125705
GO;Formoso;4098
GO;Gameleira de Goiás;3923
GO;Divinópolis de Goiás;4701
GO;Goianápolis;11217
GO;Goiandira;5650
GO;Goianésia;72045
GO;Goiânia;1555626
GO;Goianira;46278
GO;Goiás;22122
GO;Goiatuba;34307
GO;Gouvelândia;6076
GO;Guapó;14206
GO;Guaraíta;1905
GO;Guarani de Goiás;3801
GO;Guarinos;1681
GO;Heitoraí;3742
GO;Hidrolândia;22533
GO;Hidrolina;3450
GO;Iaciara;14215
GO;Inaciolândia;6275
GO;Indiara;15962
GO;Inhumas;53655
GO;Ipameri;27365
GO;Ipiranga de Goiás;2892
GO;Iporá;31471
GO;Israelândia;2772
GO;Itaberaí;44329
GO;Itaguari;4684
GO;Itaguaru;5184
GO;Itajá;4412
GO;Itapaci;23850
GO;Itapirapuã;4380
GO;Itapuranga;25597
GO;Itarumã;7337
GO;Itauçu;8968
GO;Itumbiara;106845
GO;Ivolândia;2295
GO;Jandaia;6001
GO;Jaraguá;52160
GO;Jataí;103221
GO;Jaupaci;2843
GO;Jesúpolis;2497
GO;Joviânia;7417
GO;Jussara;18266
GO;Lagoa Santa;1652
GO;Leopoldo de Bulhões;7663
GO;Luziânia;214645
GO;Mairipotaba;2358
GO;Mambaí;9277
GO;Mara Rosa;9234
GO;Marzagão;2263
GO;Matrinchã;4321
GO;Maurilândia;14568
GO;Mimoso de Goiás;2575
GO;Minaçu;28518
GO;Mineiros;69477
GO;Moiporá;1471
GO;Monte Alegre de Goiás;8759
GO;Montes Claros de Goiás;8037
GO;Montividiu;13935
GO;Montividiu do Norte;4538
GO;Morrinhos;46955
GO;Morro Agudo de Goiás;2217
GO;Mossâmedes;4120
GO;Mozarlândia;16077
GO;Mundo Novo;4540
GO;Mutunópolis;3749
GO;Nazário;9375
GO;Nerópolis;30931
GO;Niquelândia;47064
GO;Nova América;2362
GO;Nova Aurora;2236
GO;Nova Crixás;13020
GO;Nova Glória;8063
